conference_id,title,status_before,status_after,modified_by_before,modified_by_after,modified_date_before,modified_date_after,action
46117,31st International Conference on Pharmacy and Chemical Engineering (ICPCE) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46132,30th International Conference on Radiology and Medical Imaging (ICRMI),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46166,29th International Conference on Pharmacy and Chemical Engineering (ICPCE) - Kuala Lumpur,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46169,30th International Conference on Pharmacy and Chemical Engineering (ICPCE) - Kuala Lumpur,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46171,31st International Conference on Pharmacy and Chemical Engineering (ICPCE) - Kuala Lumpur,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46198,28th International Conference on Pharmacy and Chemical Engineering (ICPCE) - Vancouver,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46201,29th International Conference on Pharmacy and Chemical Engineering (ICPCE) - Vancouver,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46202,31st International Conference on Pharmacy and Chemical Engineering (ICPCE) - Vancouver,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46212,28th International Conference on Adolescent Psychiatry and Psychology (ICAPP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46217,29th International Conference on Adolescent Psychiatry and Psychology (ICAPP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46221,30th International Conference on Adolescent Psychiatry and Psychology (ICAPP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46224,31st International Conference on Adolescent Psychiatry and Psychology (ICAPP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46341,28th International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46343,29th International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46344,31st International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46367,28th International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Singapore,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46371,29th International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Singapore,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46373,30th International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Singapore,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46376,31st International Conference on Pharmacology and Pharmaceutical Technology (ICPPT) - Singapore,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46407,29th International Conference on Medicinal Chemistry and Molecular Pharmacology (ICMCMP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46412,"29th International Conference on Radiology (ICR) (Sep, 2027)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46413,"29th International Conference on Radiology (Feb, 2027)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46417,"28th International Conference on Radiology (ICR) (Sep, 2026)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46419,30th International Conference on Medicinal Chemistry and Molecular Pharmacology (ICMCMP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46421,31st International Conference on Medicinal Chemistry and Molecular Pharmacology (ICMCMP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46488,29th International Conference on Pediatrics and Child Health (ICPCH),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46490,28th International Conference on Pharmacology and Pharmaceutical Medicine (ICPPM) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46494,29th International Conference on Pharmacology and Pharmaceutical Medicine (ICPPM) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46499,30th International Conference on Pharmacology and Pharmaceutical Medicine (ICPPM) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46503,31st International Conference on Pharmacology and Pharmaceutical Medicine (ICPPM) - Dubai,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46506,31st International Conference on Pharmacology and Pharmaceutical Medicine (ICPPM) - San Diego,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46522,28th International Conference on Radiopharmacy and Radiopharmaceuticals (ICRR) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46524,29th International Conference on Radiopharmacy and Radiopharmaceuticals (ICRR) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46527,30th International Conference on Radiopharmacy and Radiopharmaceuticals (ICRR) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46528,31st International Conference on Radiopharmacy and Radiopharmaceuticals (ICRR) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46538,31st International Conference on Pharmacology and Biochemistry (ICPB),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46556,28th International Conference on Biomedical and Pharmaceutical Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46557,29th International Conference on Biomedical and Pharmaceutical Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46559,31st International Conference on Biomedical and Pharmaceutical Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46560,31st International Conference on Cardiovascular Biomechanics and Health Monitoring Devices (ICCBHMD) - Kowloon,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46589,29th International Conference on Biopharmaceuticals (ICBP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46593,31st International Conference on Biopharmaceuticals (ICBP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46610,"28th International Conference on Food Science, Nutrition and Health (ICFSNH)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46611,"29th International Conference on Food Science, Nutrition and Health (ICFSNH)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46613,"30th International Conference on Food Science, Nutrition and Health (ICFSNH)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46631,"29th International Conference on Pharmacodynamics, Biomarkers and Personalised Therapy (ICPBPT)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46638,"31st International Conference on Pharmacodynamics, Biomarkers and Personalised Therapy (ICPBPT)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46639,28th International Conference on Food Science and Health (ICFSH) - Naarden,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46641,29th International Conference on Food Science and Health (ICFSH) - Naarden,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46644,30th International Conference on Food Science and Health (ICFSH) - Naarden,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46645,31st International Conference on Food Science and Health (ICFSH) - Naarden,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46656,28th International Conference on Applied Psychology (ICAP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46658,29th International Conference on Applied Psychology (ICAP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46663,30th International Conference on Applied Psychology (ICAP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46664,31st International Conference on Applied Psychology (ICAP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46697,28th International Conference on Food Science and Health (ICFSH) - Los Angeles,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46699,29th International Conference on Food Science and Health (ICFSH) - Los Angeles,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46702,29th International Conference on Addiction Treatment and Therapy (ICATT),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46703,30th International Conference on Food Science and Health (ICFSH) - Los Angeles,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46706,31st International Conference on Food Science and Health (ICFSH) - Los Angeles,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46711,31st International Conference on Addiction Treatment and Therapy (ICATT),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46724,28th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46733,29th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46737,30th International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46739,31st International Conference on Applied Psychology and Behavioral Sciences (ICAPBS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46742,28th International Conference on Radiology (ICR) - Bangkok,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46743,28th International Conference on Food and Nutrition Technology (ICFNT) - London,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46745,29th International Conference on Food and Nutrition Technology (ICFNT) - London,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46747,30th International Conference on Food and Nutrition Technology (ICFNT) - London,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46749,31st International Conference on Food and Nutrition Technology (ICFNT) - London,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46751,29th International Conference on Radiology (ICR) - Bangkok,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46777,28th International Conference on Behavioral and Cognitive Sciences (ICBCS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46781,29th International Conference on Behavioral and Cognitive Sciences (ICBCS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46784,30th International Conference on Behavioral and Cognitive Sciences (ICBCS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46785,31st International Conference on Behavioral and Cognitive Sciences (ICBCS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46798,29th International Conference on Gastroenterology and Urology (ICGU),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46800,30th International Conference on Gastroenterology and Urology (ICGU),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46801,31st International Conference on Gastroenterology and Urology (ICGU),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46808,28th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46810,29th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46812,30th International Conference on Food and Nutrition Technology (ICFNT) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46815,31st International Conference on Food and Nutrition Technology (ICFNT) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46847,28th International Conference on Behavioral and Educational Psychology (ICBEP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46848,"28th International Conference on Radiology, Diagnostics and Therapeutics (ICRDT)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46851,"29th International Conference on Radiology, Diagnostics and Therapeutics (ICRDT)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46853,29th International Conference on Behavioral and Educational Psychology (ICBEP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46856,30th International Conference on Behavioral and Educational Psychology (ICBEP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46858,31st International Conference on Behavioral and Educational Psychology (ICBEP),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46862,28th International Conference on Food Engineering and Management (ICFEM) - Vienna,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46863,29th International Conference on Food Engineering and Management (ICFEM) - Vienna,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46867,30th International Conference on Food Engineering and Management (ICFEM) - Vienna,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46869,31st International Conference on Food Engineering and Management (ICFEM) - Vienna,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46893,"29th International Conference on Radiology and Medical Imaging (ICRMI) (Dec, 2027)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46896,"29th International Conference on Radiology and Medical Imaging (ICRMI) (Sep, 2027)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46901,"28th International Conference on Radiology and Medical Imaging (ICRMI) (Dec, 2026)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46904,"28th International Conference on Radiology and Medical Imaging (ICRMI) (Sep, 2026)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46928,29th International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46937,30th International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46947,31st International Conference on Cardiology and Cardiovascular Medicine (ICCCM),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46950,28th International Conference on Behavioral and Psychological Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46954,29th International Conference on Behavioral and Psychological Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46956,30th International Conference on Behavioral and Psychological Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46957,28th International Conference on Food Engineering and Management (ICFEM) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46960,29th International Conference on Food Engineering and Management (ICFEM) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46961,31st International Conference on Behavioral and Psychological Sciences (ICBPS),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46964,30th International Conference on Food Engineering and Management (ICFEM) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46966,31st International Conference on Food Engineering and Management (ICFEM) - Paris,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46979,29th International Conference on Pulmonary and Respiratory Medicine (ICPRM),2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46993,28th International Conference on Food Engineering and Management (ICFEM) - Chicago,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46995,29th International Conference on Food Engineering and Management (ICFEM) - Chicago,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
46996,31st International Conference on Food Engineering and Management (ICFEM) - Chicago,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
47000,30th International Conference on Food Engineering and Management (ICFEM) - Athens,2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
47045,"28th International Conference on Behavioral, Cognitive and Neurological Sciences (ICBCNS)",2,5,64529,64529,2026-04-22 00:00:00,2026-05-06,DRY_RUN
